_id,latitude,longitude,elevation,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,soil_moisture,soil_cec,avg_temperature,min_temperature,avg_humidity,min_humidity,avg_wind_speed,total_rainfall,traditional_crop[0],traditional_crop[1],traditional_crop[2],recommended_crop[0],recommended_crop[1],recommended_crop[2]
67dd94278a14755879d92827,15.9,74.5,729,6.3,165,242.0,349,395,349,29.78,20.52,88.37,49.61,18.8,1437.0,Taro,Wheat,Canna Lily (Canna indica - another variety),Dragonfruit,Cupua̤u,Mesta
67dd942c8a14755879d9282a,15.9,73.6,11,6.0,286,344.0,255,391,255,31.88,23.03,92.17,56.96,16.33,3776.9,Mangosteen (Garcinia mangostana - adaptability considerations),Patchouli,Thunbergia grandiflora (Bengal Clockvine),Sugarcane,Colocasia,Banana
67dd942f8a14755879d9282c,15.9,74.3,731,6.3,172,235.0,337,388,337,29.48,19.99,90.6,50.79,16.97,1815.6,Pumpkin,Arecanut,Turmeric,Kaempferia galanga (Kencur/Sand Ginger),Mesta,Betel Vine
67dd94318a14755879d9282d,15.9,75.0,758,6.4,157,217.0,288,364,288,30.37,20.32,85.23,44.03,18.04,976.4,Indian Mustard,Amaranth (Amaranthus - another variety),Jackfruit,Sorghum (Sorghum bicolor - another variety),Soybean,Fenugreek (Trigonella foenum-graecum - another variety)
67dd94348a14755879d9282e,15.9,74.7,823,6.1,182,259.0,344,379,344,29.39,19.96,87.02,47.53,17.97,1235.2,Sweet Potato,Kaempferia galanga (Kencur/Sand Ginger),Roselle,Paspalum scrobiculatum (Kodo Millet - another variety),Soybean,Jute (Corchorus capsularis - another variety)
67dd94398a14755879d9282f,15.9,75.1,627,7.0,116,184.0,257,360,257,31.37,21.19,84.42,43.22,18.52,966.2,Blueberry,Kabocha Squash,Canola,Black Gram (Vigna mungo - another variety),Lablab purpureus (Hyacinth Bean - another variety),Tepary Bean (Phaseolus acutifolius - another variety)
67dd943c8a14755879d92831,15.9,75.5,580,7.3,138,197.0,223,380,223,32.07,21.81,82.17,41.3,19.1,1135.0,Spelt,Pigeon Pea,Ground Bean,Emilia,Bamboo,Foxtail Millet (Setaria italica - another variety)
67dd943c8a14755879d92832,15.9,74.9,730,6.8,150,195.0,406,374,406,30.41,20.57,85.94,45.42,17.83,1120.4,Jute,Hemp,Walnut,Guinea Millet,Kangni,Sweet Potato
67dd94448a14755879d92833,15.9,75.4,552,7.0,128,185.0,230,372,230,32.34,21.88,82.63,41.42,18.92,1060.1,Bell Pepper,Maize,Kodo,Avocado,Italian Millet,Kidney Bean
67dd94458a14755879d92834,15.9,74.4,822,6.0,238,336.0,330,367,330,29.05,19.6,89.42,50.24,18.86,1542.4,Barley,Kangni,Bambara Groundnut,Soybean,Bird of Paradise (Strelitzia),Mesta
67dd94478a14755879d92835,15.9,75.8,587,7.1,119,179.0,223,370,223,32.11,21.66,82.3,40.85,18.24,1100.4,Phalsa (Grewia asiatica),Cumin (Cuminum cyminum - another variety),Barley,Marjoram,Cucumber (Cucumis sativus - another variety),Long Pepper
67dd944b8a14755879d92836,15.9,75.6,596,7.3,121,177.0,323,346,323,31.89,21.7,82.27,41.6,18.9,1203.8,Tarragon,Indian Mustard,Spaghetti Squash,Fenugreek,Aonla,Hazelnut
67dd944f8a14755879d92838,15.9,76.2,644,7.3,144,268.0,332,332,332,31.64,21.59,81.33,41.0,19.77,945.4,Black Gram (Vigna mungo - another variety),Custard Apple (Annona squamosa - another variety),Field Bean,Fonio,Grapes,Rivea
67dd94538a14755879d9283d,15.9,76.0,704,6.6,155,267.0,244,346,244,31.21,21.05,82.58,41.2,18.96,1102.2,Tapioca,Asafoetida (Ferula assa-foetida),Dolichos Bean (Lablab purpureus - another variety),Kodo,Cardamom,Curry Leaf (Murraya koenigii - another variety)
67dd94548a14755879d9283f,15.9,76.3,577,7.3,108,170.0,300,332,300,31.95,22.0,81.16,41.42,19.56,907.1,Orange,Curry Leaf,Fig,Lychee,Broomcorn,Borage
67dd94598a14755879d92844,15.9,75.9,573,6.7,140,254.0,239,355,239,32.08,21.86,82.29,41.23,18.52,1091.2,Grapes,Field Bean,Durian,Sisal,Mango (Mangifera indica - another variety),Sweet Pepper
67dd945a8a14755879d92845,15.9,76.6,453,7.1,138,172.0,260,321,260,32.67,22.65,79.2,40.92,19.27,780.5,Beetroot,Lemon Verbena,Bambara Groundnut,Indian Jujube (Ziziphus mauritiana),Italian Millet,Persimmon
67dd94608a14755879d92846,15.9,77.1,345,6.9,100,303.0,224,327,224,33.43,23.18,79.71,40.42,17.03,907.5,Rice Bean,Foxtail Millet,Ramdana,Passion Fruit,Black Gram (Vigna mungo - another variety),Paspalum scrobiculatum (Kodo Millet - another variety)
67dd94638a14755879d92847,15.9,77.4,340,7.0,119,360.0,262,308,262,33.69,23.25,79.56,39.9,16.98,872.3,Bitter Gourd,Curry Leaf (Murraya koenigii - another variety),Pecan,Gingelly,Ube,Geocarpa Groundnut
67dd94638a14755879d92848,15.9,75.7,557,6.6,151,419.0,204,346,204,32.19,21.83,82.59,41.54,18.4,1170.9,Barley,Cumin (Cuminum cyminum - another variety),Samak Rice (Panicum miliaceum),Pistachio,Flax,Yautia
67dd94688a14755879d92849,15.9,76.9,372,7.2,106,321.0,259,317,259,33.22,23.02,79.64,40.9,17.18,890.9,Hyacinth Bean (Lablab purpureus - another variety),Durian,Paspalum scrobiculatum (Kodo Millet - another variety),Black-eyed Pea (Vigna unguiculata - another variety),Anise,Sunn Hemp
67dd946b8a14755879d9284a,15.9,77.2,357,7.0,115,171.0,254,333,254,33.31,23.06,80.28,40.87,16.81,866.3,Chive,Kangni,Canola,Guava,Gingelly,Little Millet
67dd946c8a14755879d9284b,15.9,78.0,301,7.5,127,260.0,319,310,319,33.73,23.44,80.68,40.94,16.77,939.4,Jute,Loquat,Winged Bean,Sweet Basil,Bambara Groundnut,Longan
67dd94768a14755879d9284c,15.9,78.1,302,7.4,120,448.0,344,321,344,33.72,23.5,81.02,40.64,17.38,972.5,Turmeric (Curcuma longa - another variety),Kidney Bean,Broomcorn,Spiny Gourd,Jowar,Kabocha Squash
67dd948e8a14755879d92852,15.9,77.7,303,7.0,137,299.0,182,333,182,33.9,23.51,79.45,39.78,16.71,845.8,Chickpea (Cicer arietinum - another variety),Spinach,Pigeonpea,Japanese Millet,Cheena,Jackfruit
67dd94968a14755879d92853,15.9,77.0,356,7.4,128,182.0,340,323,340,33.35,23.13,79.58,40.78,16.97,875.2,Hausa Groundnut,Barley,Gooseberry,Chilli,Velvet Bean (Mucuna pruriens - another variety),Pineapple
67dd94988a14755879d92854,15.9,77.8,303,7.1,120,171.0,251,345,251,33.61,23.43,80.51,41.31,16.54,899.7,Pear,Black-eyed Pea (Vigna unguiculata - another variety),Arhar,Sandalwood,Sweetcorn,Kabocha Squash
67dd94b58a14755879d9285a,15.9,79.5,204,6.9,135,229.0,256,341,256,33.1,23.28,89.65,44.91,16.27,1191.0,Mizuna,Sitaphal (Annona squamosa),Soybean,Wheat,Chayote Squash,Buttercup Squash
67dd94b68a14755879d9285b,15.9,78.6,289,6.9,122,306.0,224,389,224,33.67,23.11,84.45,41.83,17.17,1004.4,Plumeria (Frangipani),Spiny Gourd,Phalsa (Grewia asiatica),Horse Gram (Macrotyloma uniflorum - another variety),Snake Gourd,Ube
67dd94bf8a14755879d92860,15.9,79.8,76,7.0,165,341.0,296,344,296,33.91,24.12,90.7,45.66,16.78,1299.8,Pecan,Chickpea (Cicer arietinum - another variety),Groundnut,Long Pepper,Green Gram (Vigna radiata - another variety),Tepary Bean
67dd94bf8a14755879d92861,15.9,78.9,741,6.0,329,359.0,218,365,218,29.38,19.88,91.13,49.03,16.42,880.9,Rye,Black Cumin (Nigella sativa),Velvet Bean (Mucuna pruriens - another variety),Kutki,Foxtail Millet (Setaria italica - another variety),Sesame
67dd94c68a14755879d92862,15.9,80.1,53,6.4,176,256.0,250,317,250,33.67,24.41,91.76,47.33,16.71,1542.3,Pointed Gourd,Turmeric (Curcuma longa - another variety),Yam Bean (Pachyrhizus erosus - another variety),Mammee Apple,Nutmeg,Telfairia occidentalis (Fluted Pumpkin)
67dd94c88a14755879d92863,15.9,80.4,5,6.5,354,367.0,238,376,238,32.74,24.39,93.85,53.6,15.74,1730.2,Celery,Black-eyed Pea (Vigna unguiculata - another variety),Crossandra,Water Spinach,Hibiscus sabdariffa (Roselle - another variety),Sponge Gourd (Luffa aegyptiaca)
67dd94cf8a14755879d92864,15.9,80.5,6,6.5,243,259.0,258,379,258,32.32,24.5,93.87,55.54,16.28,1750.0,Kanthal,Patchouli,Malanga,Telfairia occidentalis (Fluted Pumpkin),Thunbergia grandiflora (Bengal Clockvine),Polygonum minus (Kesum)
67dd94dd8a14755879d92865,15.9,79.9,44,6.8,198,200.0,242,352,242,34.19,24.26,91.59,45.23,16.72,1337.2,Borage,Areca Nut,Persicaria odorata (Vietnamese Coriander),Sitaphal (Annona squamosa),Air Potato,Hyacinth Bean (Lablab purpureus - another variety)
67dd94e18a14755879d92867,15.9,78.7,327,6.7,148,177.0,192,377,192,32.98,22.72,86.49,44.14,16.99,1002.9,Tarragon,Horse Gram,Chia,Peanut,Ivy Gourd (Coccinia grandis - another variety),Barley
67dd952c8a14755879d92876,16.0,73.8,45,6.1,348,290.0,209,400,209,32.96,22.9,90.25,52.26,14.29,3653.4,Black Pepper,Torch Ginger,Rubber,Angel's Trumpet,Banana,Langsat
67dd95338a14755879d92879,16.0,74.2,731,6.3,195,258.0,314,395,314,28.87,20.16,90.28,53.82,16.5,2443.2,Ice Cream Bean,Betel Vine,Cocoa,Polygonum minus (Kesum),Coffee,Hibiscus sabdariffa (Roselle - another variety)
67dd95348a14755879d9287b,16.0,73.6,44,6.1,266,290.0,252,398,252,30.89,23.76,89.28,59.9,17.96,3530.8,Rain Lily,Jaboticaba,Arrowroot,Ice Cream Bean,Rubber,Costus
67dd953a8a14755879d92884,16.0,74.0,463,5.7,278,342.0,197,389,197,30.19,21.49,89.34,56.43,13.91,4485.1,Alpinia purpurata (Red Ginger),Brazil Nut (Bertholletia excelsa),Bougainvillea,Star Anise,Durian,Calla Lily
67dd95438a14755879d92885,16.0,74.8,706,7.0,126,164.0,388,376,388,30.47,20.8,85.9,46.2,18.24,1186.8,Chive,Finger Millet,Teak,Pearl Millet,Field Bean,African Millet
